PEGINTRON, anti retroviral agents, 7.1\tDrugs Metabolized by Cytochrome P-450,,,,,,,
Risperidone, risperidone, DRUG INTERACTIONS,,,,,,,
Risperidone, hydroxy, DRUG INTERACTIONS,,,,,,,
Risperidone, fluoxetine, DRUG INTERACTIONS,,,,,,,
Risperidone, paroxetine, DRUG INTERACTIONS,,,,,,,
Risperidone, carbamazepine, DRUG INTERACTIONS,,,,,,,
Risperidone, carbamazepin, DRUG INTERACTIONS,,,,,,,
Risperidone, ranitidine, DRUG INTERACTIONS,,,,,,,
Risperidone, cimetidine, DRUG INTERACTIONS,,,,,,,
Risperidone, amitriptyline, DRUG INTERACTIONS,,,,,,,
Cesamet, cocaine, Drug Interactions,,,,,,,
Cesamet, sympathomimetic agents, Drug Interactions,,,,,,,
Cesamet, atropine, Drug Interactions,,,,,,,
Cesamet, scopolamine, Drug Interactions,,,,,,,
Cesamet, antihistamines, Drug Interactions,,,,,,,
Cesamet, anticholinergic agents, Drug Interactions,,,,,,,
Cesamet, amitriptyline, Drug Interactions,,,,,,,
Cesamet, amoxapine, Drug Interactions,,,,,,,
Cesamet, desipramine, Drug Interactions,,,,,,,
Cesamet, tricyclic antidepressants, Drug Interactions,,,,,,,
Cesamet, barbiturates, Drug Interactions,,,,,,,
Cesamet, benzodiazepines, Drug Interactions,,,,,,,
Cesamet, ethanol, Drug Interactions,,,,,,,
Cesamet, lithium, Drug Interactions,,,,,,,
Cesamet, opioids, Drug Interactions,,,,,,,
Cesamet, buspirone, Drug Interactions,,,,,,,
Cesamet, muscle relaxants, Drug Interactions,,,,,,,
Cesamet, cns depressants, Drug Interactions,,,,,,,
Cesamet, disulfiram, Drug Interactions,,,,,,,
Cesamet, fluoxetine, Drug Interactions,,,,,,,
Cesamet, antipyrine, Drug Interactions,,,,,,,
Cesamet, theophylline, Drug Interactions,,,,,,,
Cesamet, naltrexone, Drug Interactions,,,,,,,
Cesamet, alcohol, Drug Interactions,,,,,,,
ciprofloxacin, ciprofloxacin, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, tizanidine, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, theophylline, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, oral drugs, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, antidiabetic, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, antidiabetic drugs, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, phenytoin, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, anti coagulant, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, methotrexate, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, ropinirole, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, clozapine, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, nsaids, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, sildenafil, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, duloxetine, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, caffeine, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, xanthine derivatives, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, antacids, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, sucralfate, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, multivitamins, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, magnesium, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, polymeric, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, sevelamer, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, videx, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, iron, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, zinc, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, aluminum antacids, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, phosphate binder, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, lanthanum carbonate, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, didanosine, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, chewable tablets, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, buffered, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, powder, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, calcium, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, dairy products, 7 DRUG INTERACTIONS,,,,,,,
ciprofloxacin, probenecid, 7 DRUG INTERACTIONS,,,,,,,
Synthroid, iodine, Drug Interactions,,,,,,,
Synthroid, radiographic contrast agents, Drug Interactions,,,,,,,
Synthroid, antacids, Drug Interactions,,,,,,,
Synthroid, aluminum magnesium hydroxide sulphate, Drug Interactions,,,,,,,
Synthroid, cholestyramine resins, Drug Interactions,,,,,,,
Synthroid, heroin, Drug Interactions,,,,,,,
Synthroid, furosemide, Drug Interactions,,,,,,,
Synthroid, steroidal anti inflammatory drugs, Drug Interactions,,,,,,,
Synthroid, fenamates, Drug Interactions,,,,,,,
Synthroid, phenylbutazone, Drug Interactions,,,,,,,
Synthroid, salicylates, Drug Interactions,,,,,,,
Synthroid, propranolol, Drug Interactions,,,,,,,
Synthroid, propylthiouracil, Drug Interactions,,,,,,,
Synthroid, adrenergic antagonists, Drug Interactions,,,,,,,
Synthroid, dexamethasone, Drug Interactions,,,,,,,
Synthroid, anticoagulants, Drug Interactions,,,,,,,
Synthroid, cumarin, Drug Interactions,,,,,,,
Synthroid, antidepressants tricyclics, Drug Interactions,,,,,,,
Synthroid, amitriptyline, Drug Interactions,,,,,,,
Synthroid, maprotilin, Drug Interactions,,,,,,,
Synthroid, selective serotonin reuptake inhibitors, Drug Interactions,,,,,,,
Synthroid, ssris, Drug Interactions,,,,,,,
Synthroid, sertraline, Drug Interactions,,,,,,,
Synthroid, biguanides, Drug Interactions,,,,,,,
Synthroid, meglitinides, Drug Interactions,,,,,,,
Synthroid, sulfonylureas, Drug Interactions,,,,,,,
Synthroid, thiazolidinediones, Drug Interactions,,,,,,,
Synthroid, insulin, Drug Interactions,,,,,,,
Synthroid, antidiabetic agents, Drug Interactions,,,,,,,
Synthroid, cardiac glycosides, Drug Interactions,,,,,,,
Synthroid, ketamine, Drug Interactions,,,,,,,
Synthroid, methyl xanthine, Drug Interactions,,,,,,,
Synthroid, methylxanthine, Drug Interactions,,,,,,,
Synthroid, bronchodilators, Drug Interactions,,,,,,,
Synthroid, theophylline, Drug Interactions,,,,,,,
Synthroid, agent, Drug Interactions,,,,,,,
Synthroid, sympathomimetics, Drug Interactions,,,,,,,
Synthroid, chloral, Drug Interactions,,,,,,,
Synthroid, aminosalicylate, Drug Interactions,,,,,,,
Synthroid, thiazide diuretics, Drug Interactions,,,,,,,
ARISTADA, itraconazole, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, quinidine, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, fluoxetine, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, paroxetine, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, carbamazepine, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, carbamazepin, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, anti hypertensive drugs, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, benzodiazepines, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
ARISTADA, lorazepam, 7.1. Drugs Having Clinically Important Interactions with ARISTADA,,,,,,,
Colcrys, reductase inhibitor, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, atorvastatin, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, fluvastatin, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, lovastatin, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, pravastatin, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, simvastatin, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, lipid lowering drug, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, fibrates, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, digitalis glycosides, 7 DRUG INTERACTIONS,,,,,,,
Colcrys, digoxin, 7 DRUG INTERACTIONS,,,,,,,
simvastatin, agent, DRUG INTERACTIONS,,,,,,,
simvastatin, itraconazole, DRUG INTERACTIONS,,,,,,,
simvastatin, ketoconazole, DRUG INTERACTIONS,,,,,,,
simvastatin, posaconazole, DRUG INTERACTIONS,,,,,,,
simvastatin, voriconazole, DRUG INTERACTIONS,,,,,,,
simvastatin, hiv protease inhibitors, DRUG INTERACTIONS,,,,,,,
simvastatin, nefazodone, DRUG INTERACTIONS,,,,,,,
simvastatin, cobicistat, DRUG INTERACTIONS,,,,,,,
simvastatin, verapamil, DRUG INTERACTIONS,,,,,,,
simvastatin, diltiazem, DRUG INTERACTIONS,,,,,,,
simvastatin, dronedarone, DRUG INTERACTIONS,,,,,,,
simvastatin, amiodarone, DRUG INTERACTIONS,,,,,,,
simvastatin, amlodipine, DRUG INTERACTIONS,,,,,,,
simvastatin, ranolazine, DRUG INTERACTIONS,,,,,,,
simvastatin, lomitapide, DRUG INTERACTIONS,,,,,,,
simvastatin, grapefruit juice, DRUG INTERACTIONS,,,,,,,
Aptivus, ritonavir, 4.2??Drug Interactions,,,,,,,
Aptivus, adrenoreceptor antagonist, 4.2??Drug Interactions,,,,,,,
Aptivus, antiarrhythmics, 4.2??Drug Interactions,,,,,,,
Aptivus, antimycobacterials, 4.2??Drug Interactions,,,,,,,
Aptivus, ergot derivatives, 4.2??Drug Interactions,,,,,,,
Aptivus, agent, 4.2??Drug Interactions,,,,,,,
Aptivus, hmg coa reductase inhibitors, 4.2??Drug Interactions,,,,,,,
Aptivus, antipsychotics, 4.2??Drug Interactions,,,,,,,
Aptivus, pde inhibitor, 4.2??Drug Interactions,,,,,,,
Aptivus, sedatives hypnotics, 4.2??Drug Interactions,,,,,,,
Aptivus, tipranavir, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, fusion inhibitors, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, etravirine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, rilpivirine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, nucleoside, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, abacavir, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, didanosine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, zidovudine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, protease inhibitors, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, ritonavir, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, atazanavir, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, integrase strand transfer inhibitor, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, raltegravir, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, agent, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, antifungals, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, antimycobacterials, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, anticonvulsants, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, valproic acid, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, antidepressants, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, trazodone, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, desipramine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, selective serotonin reuptake inhibitors, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, anti agents, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, colchicine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, antipsychotics, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, quetiapine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, benzodiazepines, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, midazolam, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, buprenorphine naloxone, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, calcium, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, bosentan, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, hmg coa, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, hypoglycemics, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, repaglinide, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, tolbutamide, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, salmeterol, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, fluticasone, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, narcotic analgesics, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, meperidine, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, methadone, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, oral contraceptives, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, proton pump inhibitors, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, omeprazole, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, pde inhibitor, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, warfarin, 7.2??Potential for OtherDrugs to Affect Tipranavir ,,,,,,,
Aptivus, tipranavir, DrugInteractions,,,,,,,
Aptivus, antacids, DrugInteractions,,,,,,,
Aptivus, maalox, DrugInteractions,,,,,,,
Aptivus, atazanavir ritonavir, DrugInteractions,,,,,,,
Aptivus, atorvastatin, DrugInteractions,,,,,,,
Aptivus, didanosine, DrugInteractions,,,,,,,
Aptivus, efavirenz, DrugInteractions,,,,,,,
Aptivus, fluconazole, DrugInteractions,,,,,,,
Aptivus, loperamide, DrugInteractions,,,,,,,
Aptivus, rosuvastatin, DrugInteractions,,,,,,,
Aptivus, tadalafil, DrugInteractions,,,,,,,
Aptivus, tenofovir, DrugInteractions,,,,,,,
Aptivus, valaciclovir, DrugInteractions,,,,,,,
Aptivus, zidovudine, DrugInteractions,,,,,,,
Aptivus, ritonavir, DrugInteractions,,,,,,,
Aptivus, amprenavir, DrugInteractions,,,,,,,
Aptivus, buprenorphine, DrugInteractions,,,,,,,
Aptivus, carbamazepine, DrugInteractions,,,,,,,
Aptivus, carbamazepin, DrugInteractions,,,,,,,
Aptivus, oh, DrugInteractions,,,,,,,
Aptivus, lopinavir, DrugInteractions,,,,,,,
Aptivus, n demethyl loperamide, DrugInteractions,,,,,,,
Aptivus, methadone, DrugInteractions,,,,,,,
Aptivus, raltegravir, DrugInteractions,,,,,,,
Aptivus, saquinavir, DrugInteractions,,,,,,,
Aptivus, zidovudine glucuronide, DrugInteractions,,,,,,,
Lamotrigine, lamotrigine, DRUG INTERACTIONS,,,,,,,
Lamotrigine, estrogen, DRUG INTERACTIONS,,,,,,,
Lamotrigine, oral contraceptive preparations, DRUG INTERACTIONS,,,,,,,
Lamotrigine, carbamazepine, DRUG INTERACTIONS,,,,,,,
Lamotrigine, carbamazepin, DRUG INTERACTIONS,,,,,,,
Lamotrigine, carbamazepine epoxide, DRUG INTERACTIONS,,,,,,,
Lamotrigine, phenobarbital, DRUG INTERACTIONS,,,,,,,
Lamotrigine, primidone, DRUG INTERACTIONS,,,,,,,
Lamotrigine, phenytoin, DRUG INTERACTIONS,,,,,,,
Unithroid, iodine, Drug Interactions,,,,,,,
Unithroid, radiographic contrast agents, Drug Interactions,,,,,,,
Unithroid, antacids, Drug Interactions,,,,,,,
Unithroid, aluminum magnesium hydroxide, Drug Interactions,,,,,,,
Unithroid, cholestyramine resins, Drug Interactions,,,,,,,
Unithroid, heroin, Drug Interactions,,,,,,,
Unithroid, furosemide, Drug Interactions,,,,,,,
Unithroid, fenamates, Drug Interactions,,,,,,,
Unithroid, propranolol, Drug Interactions,,,,,,,
Unithroid, propylthiouracil, Drug Interactions,,,,,,,
Unithroid, adrenergic antagonists, Drug Interactions,,,,,,,
Unithroid, dexamethasone, Drug Interactions,,,,,,,
Unithroid, anticoagulants, Drug Interactions,,,,,,,
Unithroid, cumarin, Drug Interactions,,,,,,,
Unithroid, antidepressants tricyclics, Drug Interactions,,,,,,,
Unithroid, amitriptyline, Drug Interactions,,,,,,,
Unithroid, maprotilin, Drug Interactions,,,,,,,
Unithroid, ssris, Drug Interactions,,,,,,,
Unithroid, sertraline, Drug Interactions,,,,,,,
Unithroid, selective serotonin reuptake inhibitors, Drug Interactions,,,,,,,
Unithroid, biguanides, Drug Interactions,,,,,,,
Unithroid, meglitinides, Drug Interactions,,,,,,,
Unithroid, sulfonylureas, Drug Interactions,,,,,,,
Unithroid, insulin, Drug Interactions,,,,,,,
Unithroid, antidiabetic agents, Drug Interactions,,,,,,,
Unithroid, cardiac glycosides, Drug Interactions,,,,,,,
Unithroid, ketamine, Drug Interactions,,,,,,,
Unithroid, methyl xanthine, Drug Interactions,,,,,,,
Unithroid, methylxanthine, Drug Interactions,,,,,,,
Unithroid, bronchodilators, Drug Interactions,,,,,,,
Unithroid, theophylline, Drug Interactions,,,,,,,
Unithroid, agent, Drug Interactions,,,,,,,
Unithroid, sympathomimetics, Drug Interactions,,,,,,,
Unithroid, chloral, Drug Interactions,,,,,,,
Unithroid, aminosalicylate, Drug Interactions,,,,,,,
Unithroid, thiazide diuretics, Drug Interactions,,,,,,,
Voriconazole , pharmaceutical drug, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , voriconazole, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , efavirenz, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , ritonavir, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , carbamazepine, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , carbamazepin, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , long acting barbiturates, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , phenytoin, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , oral contraceptives, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , fluconazole, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , hiv protease inhibitors, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , nnrti, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , terfenadine, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , astemizole, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , cisapride, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , pimozide, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , quinidine, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , ergot alkaloids, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , methadone, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , fentanyl, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , alfentanil, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , oxycodone, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , nsaids, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , ibuprofen, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , diclofenac, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , tacrolimus, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , warfarin, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , omeprazole, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , benzodiazepines, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , statins, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , hmg coa reductase inhibitors, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , dihydropyridine calcium channel blocker, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , sulfonylurea, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , oral hypoglycemics, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , vinca alkaloids, 7 DRUG INTERACTIONS,,,,,,,
Voriconazole , everolimus, 7 DRUG INTERACTIONS,,,,,,,
Velphoro, velphoro, 7DRUG INTERACTIONS,,,,,,,
Velphoro, oral drugs, 7DRUG INTERACTIONS,,,,,,,
Velphoro, levothyroxine, 7DRUG INTERACTIONS,,,,,,,
Nevirapine, nevirapine, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, antiviral agents, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, protease inhibitors, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, atazanavir ritonavir, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, fosamprenavir, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, fosamprenavir ritonavir, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, indinavir, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, lopinavir ritonavir, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, nelfinavir, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, non nucleoside reverse transcriptase inhibitors, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, efavirenz, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, delavirdine, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, agent, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, analgesics, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, methadone, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, antiarrhythmics, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, amiodarone, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, disopyramide, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, lidocaine, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, anticonvulsants, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, carbamazepine, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, carbamazepin, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, clonazepam, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, ethosuximide, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, antifungals, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, fluconazole, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, ketoconazole, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, itraconazole, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, warfarin, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, calcium channel blockers, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, diltiazem, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, nifedipine, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, verapamil, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, ergot alkaloids, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, ergotamine, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, tacrolimus, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, cisapride, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, opiate agonists, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, fentanyl, 7 DRUG INTERACTIONS,,,,,,,
Nevirapine, oral contraceptives, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, rilpivirine, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, antiviral agents, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, edurant, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, non nucleoside reverse transcriptase inhibitors, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, nnrti, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, delavirdine, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, efavirenz, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, etravirine, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, nevirapine, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, boost, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, ritonavir, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, protease inhibitors, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, darunavir ritonavir, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, lopinavir ritonavir, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, atazanavir ritonavir, 7 DRUG INTERACTIONS,,,,,,,
EDURANT, fosamprenavir ritonavir, 7 DRUG INTERACTIONS,,,,,,,
